"556","Boochi Borabu","17"
"557","Borabu / Chitago","17"
"558","Borabu Masaba","17"
"559","Bosoti / Sengera","17"
"560","Gesusu","17"
"561","Getenga","17"
"562","Ibeno","17"
"563","Ichuni","17"
"564","Keumbu","17"
"565","Kiamokama","17"
"566","Kiogoro","17"
"567","Kisii Central","17"
"568","Kitutu Central","17"
"569","Magenche","17"
"570","Majoge Basi","17"
"571","Marani","17"
"572","Masige East","17"
"573","Masige West","17"
"574","Masimba","17"
"575","Monyerero","17"
"576","Moticho","17"
"577","Mwamonari","17"
"578","Nyacheki","17"
"579","Nyakoe","17"
"580","Nyamasibi","17"
"581","Nyatieko","17"
"582","Riana","17"
"583","Sameta / Mokwerero","17"
"584","Sensi","17"
"585","Tabaka","17"
"586","Ahero","18"
"587","Awasi / Onjiko","18"
"588","Chemelil","18"
"589","East Kano / Wawidhi","18"
"590","Kabonyo / Kanyakwal","18"
"591","Kajulu","18"
"592","Kamswa / Nyangoma","18"
"593","Kisumu Central","18"
"594","Kisumu North","18"
"595","Kisumu North West","18"
"596","Kisumu South West","18"
"597","Kisumu West","18"
"598","Kobura","18"
"599","Kolwa Central","18"
"600","Kolwa East","18"
"601","Kondele","18"
"602","Manyatta B","18"
"603","Market Milimani","18"
"604","Migosi","18"
"605","Miwani","18"
"606","Muhoroni Koru","18"
"607","Nyakach Central","18"
"608","Nyakach North","18"
"609","Nyakach South East","18"
"610","Nyakach South West","18"
"611","Nyakach West","18"
"612","Nyalenda A","18"
"613","Nyalenda B","18"
"614","Ombeyi","18"
"615","Railways","18"
"616","Seme Central","18"
"617","Seme East","18"
"618","Seme North","18"
"619","Seme West","18"
"620","Shauri Moyo Kaloleni","18"
"621","Athi","19"
"622","Central","19"
"623","Chuluni","19"
"624","Endau / Malalani","19"
"625","Ikanga / Kyatune","19"
"626","Ikutha","19"
"627","Kanyangi","19"
"628","Kanziko","19"
"629","Kauwi","19"
"630","Kiomo / Kyethani","19"
"631","Kisasi","19"
"632","Kivou","19"
"633","Kwamutonga / Kithumula","19"
"634","Kwavonza / Yatta","19"
"635","Kyangwithya East","19"
"636","Kyangwithya West","19"
"637","Kyuso","19"
"638","Matinyani","19"
"639","Mbitini","19"
"640","Miambani","19"
"641","Migwani","19"
"642","Mui","19"
"643","Mulango","19"
"644","Mumoni","19"
"645","Mutha","19"
"646","Mutitu / Kaliku","19"
"647","Mutomo","19"
"648","Mutonguni Ward","19"
"649","Mwalano","19"
"650","Ngomeni","19"
"651","Nguni","19"
"652","Nguutani","19"
"653","Nuu","19"
"654","Nzambani","19"
"655","Tharaka","19"
"656","Township","19"
"657","Tseukuru","19"
"658","Voo / Kyamatu","19"
"659","Waita","19"
"660","Zombe / Mwitika","19"
"661","Chengoni / Samburu ","20"
"662","Dzombo","20"
"663","Gombato Bongwe","20"
"664","Kasemeni","20"
"665","Kasemeni Vanga","20"
"666","Kikoneni-Pongwe","20"
"667","Kinango ","20"
"668","Kinondo","20"
"669","Kubo South","20"
"670","Mackinon Road","20"
"671","Mkongani","20"
"672","Mwavumbo","20"
"673","Mwereni Ward","20"
"674","Ndavaya","20"
"675","Puma","20"
"676","Ramisi","20"
"677","Tiwi","20"
"678","Tsimba Golini Ward","20"
"679","Ukunda","20"
"680","Waa","20"
"681","Githiga","21"
"682","Igwamiti","21"
"683","Marmanet","21"
"684","Mugogodo East","21"
"685","Mugogodo West","21"
"686","Nanyuki","21"
"687","Ngobit","21"
"688","Ol-Moran","21"
"689","Rumuruti Township","21"
"690","Salama","21"
"691","Segera","21"
"692","Sosian","21"
"693","Thingithu","21"
"694","Tigithi","21"
"695","Umande","21"
"696","Bahari","22"
"697","Basuba Ward","22"
"698","Faza","22"
"699","Hindi","22"
"700","Hongwe","22"
"701","Kiunga","22"
"702","Mkomani","22"
"703","Mkunubi","22"
"704","Shella","22"
"705","Witu","22"
"706","Athi River","23"
"707","Ekalakala","23"
"708","Ikombe","23"
"709","Kalama","23"
"710","Kangudo West","23"
"711","Kangundo Central","23"
"712","Kangundo East","23"
"713","Kangundo North","23"
"714","Katangi","23"
"715","Kathiani Central","23"
"716","Kibauni","23"
"717","Kinanie","23"
"718","Kithimani","23"
"719","Kivaa","23"
"720","Kola","23"
"721","Kyeleni","23"
"722","Lower Kaewa / Kaani","23"
"723","Machakos Central","23"
"724","Makutano / Mwala","23"
"725","Masii","23"
"726","Masinga Central","23"
"727","Matungulu East","23"
"728","Matungulu North","23"
"729","Matungulu West","23"
"730","Matuu","23"
"731","Mbiuni","23"
"732","Mitaboni","23"
"733","Mua","23"
"734","Mumbuni North","23"
"735","Muthesya","23"
"736","Muthetheni","23"
"737","Muthwani","23"
"738","Mutituni","23"
"739","Muvuti / Kiima-Kimwe","23"
"740","Ndalani","23"
"741","Ndithini","23"
"742","Syokimau / Mulolongo","23"
"743","Tala","23"
"744","Upper Kaewa / Iveti","23"
"745","Wamunyu","23"
"746","Emali / Mulala","24"
"747","Ilima","24"
"748","Ivingoni / Nzambani","24"
"749","Kalawa","24"
"750","Kasikeu","24"
"751","Kathonzweni","24"
"752","Kee","24"
"753","Kiima Kiu / Kalanzoni","24"
"754","Kikumbulyu North","24"
"755","Kikumbulyu South","24"
"756","Kilungu","24"
"757","Kiteta-Kisau","24"
"758","Kithungo / Kitundu","24"
"759","Kitise / Kithuki","24"
"760","Makindu","24"
"761","Masongaleni","24"
"762","Mavindini","24"
"763","Mbitini","24"
"764","Mbooni","24"
"765","Mtito Andei","24"
"766","Mukaa","24"
"767","Muvau / Kikumini","24"
"768","Nguu / Masumba","24"
"769","Nguumo","24"
"770","Nzaui / Kilili / Kalamba","24"
"771","Thange","24"
"772","Tulimani","24"
"773","Ukia","24"
"774","Waia-Kako","24"
"775","Wote","24"
"776","Alungo","25"
"777","Arabia","25"
"778","Ashabito","25"
"779","Banissa","25"
"780","Dandu","25"
"781","Darkhale","25"
"782","Elwak North","25"
"783","Elwak South","25"
"784","Eyemole","25"
"785","Fino","25"
"786","Gither","25"
"787","Guticha","25"
"788","Khalalio","25"
"789","Kiiwehiri","25"
"790","Kutulo","25"
"791","Lafey","25"
"792","Lagsure","25"
"793","Libehia","25"
"794","Malkamari","25"
"795","Marothile","25"
"796","Rhamu","25"
"797","Rhamu Dimtu","25"
"798","Sala","25"
"799","Shafshafey","25"
"800","Shimbir Fatuma","25"
"801","Takaba","25"
"802","Takaba South","25"
"803","Township","25"
"804","Waranqara","25"
"805","Wargadud","25"
"806","Butiye","26"
"807","Dukana","26"
"808","Golbo","26"
"809","Heillu / Manyatta","26"
"810","Illeret","26"
"811","Karare","26"
"812","Kargi / South Horr","26"
"813","Korr / Ngurunit","26"
"814","Laisamis","26"
"815","Logologo","26"
"816","Loiyangalani","26"
"817","Maikona","26"
"818","Marsabit Central","26"
"819","Moyale Township","26"
"820","North Horr","26"
"821","Obbu","26"
"822","Sagante / Jaldesa","26"
"823","Sololo","26"
"824","Turbi","26"
"825","Uran","26"
"826","Abogeta East","27"
"827","Abogeta West","27"
"828","Abothuguchi Central","27"
"829","Abothuguchi West","27"
"830","Akachiu","27"
"831","Akirango'ondu","27"
"832","Akithii","27"
"833","Amwathi","27"
"834","Antuambui","27"
"835","Antubetwe Kiongo","27"
"836","Athiru Gaiti","27"
"837","Athiru Ruujine","27"
"838","Athwana","27"
"839","Igembe East","27"
"840","Igoji East","27"
"841","Igoji West","27"
"842","Kangeta","27"
"843","Kanuni","27"
"844","Karama","27"
"845","Kiagu","27"
"846","Kianjai","27"
"847","Kibirichia","27"
"848","Kiegoi / Antubochiu","27"
"849","Kiguchwa","27"
"850","Kiirua / Naari","27"
"851","Kisima","27"
"852","Maua","27"
"853","Mbeu","27"
"854","Mikinduri","27"
"855","Mitunguu","27"
"856","Municipality","27"
"857","Muthara","27"
"858","Mwanganthia","27"
"859","Naathu","27"
"860","Njia","27"
"861","Nkomo","27"
"862","Nkuene","27"
"863","Ntima East","27"
"864","Ntima West","27"
"865","Ntunene","27"
"866","Nyaki East","27"
"867","Nyaki West","27"
"868","Ruiri / Rwarera","27"
"869","Thangatha","27"
"870","Timau","27"
"871","Bukira Central / Ikerege","28"
"872","Bukira East","28"
"873","God Jope","28"
"874","Gokeharaka / Getambwega","28"
"875","Got Kochola","28"
"876","Isibania","28"
"877","Kachieng","28"
"878","Kadem North","28"
"879","Kakrao","28"
"880","Kaler","28"
"881","Kamagambo Central","28"
"882","Kamagambo East","28"
"883","Kamagambo North","28"
"884","Kamagambo South","28"
"885","Kanyamkago Central","28"
"886","Kanyamkago East","28"
"887","Kanyamkago North","28"
"888","Kanyamkago South","28"
"889","Kanyamkago West","28"
"890","Kanyasa","28"
"891","Kwa","28"
"892","Macalder / Kanyarwanda","28"
"893","Masaba","28"
"894","Mokerero","28"
"895","Muhuru","28"
"896","Ntimaru East","28"
"897","Ntimaru West","28"
"898","Nyabasi East","28"
"899","Nyabasi West","28"
"900","Nyamosense / Komosoko","28"
"901","Ragana-Oruba","28"
"902","Sakwa Central","28"
"903","Sakwa North East","28"
"904","Sakwa South","28"
"905","Sakwa West","28"
"906","Suna Central","28"
"907","Tagare","28"
"908","Wasimbete","28"
"909","Wasweta II","28"
"910","Wiga","28"
"911","Airport","29"
"912","Bambui","29"
"913","Bofu","29"
"914","Chaani","29"
"915","Changamwe","29"
"916","Frere Town","29"
"917","Jomvu Kuu","29"
"918","Junda","29"
"919","Kadzandani","29"
"920","Kipevu","29"
"921","Kongowea","29"
"922","Likoni ","29"
"923","Magogoni","29"
"924","Majengo","29"
"925","Maweni","29"
"926","Mikindani","29"
"927","Miritini","29"
"928","Mjambere","29"
"929","Mji wa Kale / Makadara","29"
"930","Mkomani","29"
"931","Mtongwe","29"
"932","Mtopanga","29"
"933","Mwakirunge","29"
"934","Portreitz","29"
"935","Shanzu","29"
"936","Shika Adabu","29"
"937","Shimanzi-Ganjoni","29"
"938","Timbwani","29"
"939","Tononoka","29"
"940","Tudor","29"
"941","Gaichanjiru","30"
"942","Gatanga","30"
"943","Gaturi","30"
"944","Gitugi","30"
"945","Ichagaki","30"
"946","Ithanga","30"
"947","Ithiru","30"
"948","Kagundu-Ini","30"
"949","Kahumbu","30"
"950","Kakuzi / Mitubiri ","30"
"951","Kamacharia","30"
"952","Kamahuha","30"
"953","Kambiti","30"
"954","Kangari","30"
"955","Kanyenya-Ini","30"
"956","Kariara","30"
"957","Kigumo","30"
"958","Kihumbu-Ini","30"
"959","Kimorori / Wempa","30"
"960","Kinyona","30"
"961","Kiru","30"
"962","Makuyu","30"
"963","Mbiri","30"
"964","Mugoiri","30"
"965","Mugumo-Ini","30"
"966","Muguru","30"
"967","Murarandia","30"
"968","Muruka","30"
"969","Muthithi","30"
"970","Ng'araria","30"
"971","Nginda","30"
"972","Ruchu","30"
"973","Rwathia","30"
"974","Township","30"
"975","Wangu","30"
"976","Airbase","31"
"977","Babadogo","31"
"978","California","31"
"979","Central","31"
"980","Clay City","31"
"981","Dandora Area I ","31"
"982","Dandora Area II","31"
"983","Dandora Area III ","31"
"984","Dandora Area IV","31"
"985","Eastleigh North","31"
"986","Eastleigh South","31"
"987","Embakasi","31"
"988","Gatina","31"
"989","Githurai","31"
"990","Harambee","31"
"991","Hospital","31"
"992","Huruma","31"
"993","Imara Daima","31"
"994","Kabiro","31"
"995","Kahawa","31"
"996","Kahawa West","31"
"997","Kangemi","31"
